groupId,name,id,urlkey
12728832,"Electronics",7848,"electronics"
12728832,"Farmers Market",10508,"farmersmarket"
12728832,"Green Living",15398,"green-living"
12728832,"Hacking",21123,"hacking"
12728832,"Green Entrepreneurs",23538,"green-entrepreneurs"
12728832,"Makers",43887,"makers"
12728832,"Sustainable Development",47570,"sustainable-development"
12728832,"Computer programming",48471,"computer-programming"
12728832,"Makerspaces",101438,"makerspaces"
12728832,"Infrastructure as Code",126177,"infrastructure-as-code"
19493632,"Artificial Intelligence",456,"ai"
19493632,"Robotics",682,"robotics"
19493632,"Avatars",15041,"avatars"
19493632,"Augmented Reality",26061,"augmented-reality"
19493632,"Virtual Reality",26062,"virtual-reality"
19493632,"Machine Learning",29971,"machine-learning"
19493632,"The Future of Video Games",32995,"the-future-of-video-games"
19493632,"Social Augmented Reality",68717,"social-augmented-reality"
19493632,"Human-Computer Interaction",71162,"human-computer-interaction"
19493632,"Internet of Things",79740,"internet-of-things"
19493632,"Virtual Worlds",90683,"virtual-worlds"
19493632,"Character Animation",1420132,"character-animation"
1135107,"Java",189,"java"
1135107,"Python",1064,"python"
1135107,"Software Development",3833,"softwaredev"
1135107,"Google",6490,"google"
1135107,"Web Technology",10209,"web"
1135107,"Cloud Computing",15167,"cloud-computing"
1135107,"App Engine",29465,"app-engine"
4315652,"MySQL",789,"mysql"
4315652,"JavaScript",7029,"javascript"
4315652,"Technology",10579,"technology"
4315652,"Cloud Computing",15167,"cloud-computing"
4315652,"Web Development",15582,"web-development"
4315652,"Entrepreneurship",19882,"entrepreneurship"
4315652,"Amazon Web Services",20398,"amazon-web-services"
4315652,"Mobile Development",21441,"mobile-development"
4315652,"Test Automation",65172,"test-automation"
4315652,"DevOps",87614,"devops"
4315652,"Automation",93380,"automation"
4315652,"Technology Startups",108403,"technology-startups"
4315652,"Cloud Security",110474,"cloud-security"
4315652,"Internet Startups",128595,"internet-startups"
4315652,"Azure",1137362,"azure"
11188312,"Open Source",563,"opensource"
11188312,"Web Design",659,"webdesign"
11188312,"Python",1064,"python"
11188312,"CSS",1973,"css"
11188312,"Software Development",3833,"softwaredev"
11188312,"JavaScript",7029,"javascript"
11188312,"Web Development",15582,"web-development"
11188312,"Entrepreneurship",19882,"entrepreneurship"
11188312,"Ruby On Rails",20837,"ruby-on-rails"
11188312,"Mobile Development",21441,"mobile-development"
11188312,"Computer programming",48471,"computer-programming"
11188312,"HTML5",78565,"html5"
11188312,"nodeJS",101960,"nodejs"
11188312,"Technology Startups",108403,"technology-startups"
6656532,"Web Standards",417,"webstandards"
6656532,"Open Source",563,"opensource"
6656532,"Web Design",659,"webdesign"
6656532,"JavaScript",7029,"javascript"
6656532,"Internet Professionals",10102,"internetpro"
6656532,"Programming Languages",17628,"programming-languages"
6656532,"Entrepreneurship",19882,"entrepreneurship"
6656532,"CMS (Content Management Systems)",28990,"cms"
6656532,"HTML5",78565,"html5"
6656532,"nodeJS",101960,"nodejs"
6656532,"Drupal Developers",162542,"drupal-developers"
6656532,"Drupal Modules",162544,"drupal-modules"
6656532,"Ember JS",632142,"ember-js"
6656532,"Drupal websites",842872,"drupal-websites"
6656532,"AngularJS",939612,"angularjs"
1325828,"PHP",455,"php"
1325828,"Open Source",563,"opensource"
1325828,"E-Business Owners",1330,"ebizowners"
1325828,"Web Technology",10209,"web"
1325828,"Drupal",10358,"drupal"
1325828,"Technology",10579,"technology"
1325828,"Web Development",15582,"web-development"
1325828,"CMS (Content Management Systems)",28990,"cms"
1325828,"Learning Drupal",73511,"learning-drupal"
19113616,"Artificial Intelligence",456,"ai"
19113616,"New Technology",9696,"newtech"
19113616,"DIY (Do It Yourself)",10438,"diy"
19113616,"Book Club, Movies",19594,"book-club-movies"
19113616,"Natural Language Processing",24553,"natural-language-processing"
19113616,"Machine Learning",29971,"machine-learning"
19113616,"Building Robots For The Home",36130,"building-robots-for-the-home"
19113616,"Robots",72762,"robots"
19113616,"Personal robots",113888,"personal-robots"
19113616,"Art and art marketing",142887,"art-and-art-marketing"
19113616,"DIY Technology",153215,"diy-technology"
1788443,"Java",189,"java"
1788443,"Open Source",563,"opensource"
1788443,"Web Design",659,"webdesign"
1788443,"Software Development",3833,"softwaredev"
1788443,"JavaScript",7029,"javascript"
1788443,"Rich Internet Applications",9886,"ria"
1788443,"Internet Professionals",10102,"internetpro"
1788443,"Web Technology",10209,"web"
1788443,"Technology",10579,"technology"
1788443,"Web Development",15582,"web-development"
1788443,"CMS (Content Management Systems)",28990,"cms"
1788443,"Computer programming",48471,"computer-programming"
1788443,"HTML",53518,"html"
1788443,"JavaScript Libraries",56555,"javascript-libraries"
1788443,"JavaScript Frameworks",85951,"javascript-frameworks"
20308509,"Science",85,"science"
20308509,"Biology",10107,"biology"
20308509,"Genetics",10470,"genetics"
20308509,"Hadoop",18060,"hadoop"
20308509,"Life Sciences",26384,"life-sciences"
20308509,"BioInformatics",28034,"bioinformatics"
20308509,"Personalized Medicine",47324,"personalized-medicine"
20308509,"Genomics",60209,"genomics"
20308509,"DIYbio",69718,"diybio"
20308509,"Synthetic Biology",77345,"synthetic-biology"
20308509,"Biotechnology",109595,"biotechnology"
20308509,"DNA Sequencing",165495,"dna-sequencing"
20308509,"Computational Biology",678192,"computational-biology"
20308509,"Personal Genomics",1447802,"personal-genomics"
20308509,"Genome Engineering",1459842,"genome-engineering"
3349022,"Software Development",3833,"softwaredev"
3349022,"Cloud Computing",15167,"cloud-computing"
3349022,"Selenium",27921,"selenium"
3349022,"Continuous Integration",27922,"continuous-integration"
3349022,"SaaS (Software as a Service)",33089,"saas-software-as-a-service"
3349022,"Software QA and Testing",42277,"software-qa-and-testing"
3349022,"Test Automation",65172,"test-automation"
3349022,"Load Testing and Performance",72378,"load-testing-and-performance"
3349022,"DevOps",87614,"devops"
3349022,"Continuous Delivery",166000,"continuous-delivery"
3349022,"Software QA Tools",637702,"software-qa-tools"
3349022,"Scripting and automation",732572,"scripting-and-automation"
3349022,"JMeter",788052,"jmeter"
3349022,"Stress testing",788062,"stress-testing"
3349022,"JMeter-as-a-Service",788072,"jmeter-as-a-service"
3525152,"Big Data",18062,"big-data"
3525152,"Database Development",21506,"database-development"
3525152,"Functional Programming",22792,"functional-programming"
3525152,"Clojure",29661,"clojure"
3525152,"Data Analytics",30928,"data-analytics"
3525152,"Distributed Systems",113032,"distributed-systems"
3525152,"Prolog",152835,"prolog"
3525152,"Logic programming",152836,"logic-programming"
18894256,"MySQL",789,"mysql"
18894256,"Database Professionals",1245,"databasepro"
18894256,"MySQL Cluster",18269,"mysql-cluster"
18894256,"MySQL Replication",18270,"mysql-replication"
18894256,"Database Development",21506,"database-development"
18894256,"MariaDB",48721,"mariadb"
18894256,"NoSQL",58162,"nosql"
18894256,"MySQL DBA",71593,"mysql-dba"
12968482,"Linux",188,"linux"
12968482,"Open Source",563,"opensource"
12968482,"Electronics",7848,"electronics"
12968482,"New Technology",9696,"newtech"
12968482,"White Hat Hacking",10009,"whitehat"
12968482,"Web Technology",10209,"web"
12968482,"Entrepreneurship",19882,"entrepreneurship"
12968482,"Hacking",21123,"hacking"
12968482,"Arduino",39012,"arduino"
12968482,"Makers",43887,"makers"
12968482,"Computer programming",48471,"computer-programming"
12968482,"Makerspaces",101438,"makerspaces"
12968482,"3D Printing",114528,"3d-printing"
12968482,"hackerspace",949612,"hackerspace"
16081452,"Information Architecture",1369,"ia"
16081452,"Hadoop",18060,"hadoop"
16081452,"Big Data",18062,"big-data"
16081452,"Content Strategy",24417,"content-strategy"
16081452,"Data Analytics",30928,"data-analytics"
16081452,"Predictive Analytics",38458,"predictive-analytics"
16081452,"Data Mining",55324,"data-mining"
16081452,"NoSQL",58162,"nosql"
16081452,"Content Marketing",64890,"content-marketing"
18539053,"Open Source",563,"opensource"
18539053,"Software Development",3833,"softwaredev"
18539053,"Cloud Computing",15167,"cloud-computing"
18539053,"Web Development",15582,"web-development"
18539053,"Programming Languages",17628,"programming-languages"
18539053,"Big Data",18062,"big-data"
18539053,"Android Development",20346,"android-developers"
18539053,"Mobile Development",21441,"mobile-development"
18539053,"SaaS (Software as a Service)",33089,"saas-software-as-a-service"
18539053,"Licensing Your Ideas and Product",37673,"licensing-your-ideas-and-product"
18539053,"Computer programming",48471,"computer-programming"
18539053,"Technology Startups",108403,"technology-startups"
18539053,"iOS Development",127567,"ios-development"
18539053,"Internet Startups",128595,"internet-startups"
455214,"Sales",16,"sales"
455214,"Consulting",915,"consultant"
455214,"Marketing",1238,"marketing"
455214,"Semantic Web",1372,"semweb"
455214,"Software Development",3833,"softwaredev"
455214,"Social Software",4253,"socialsoftware"
455214,"Social Networking",4422,"socialnetwork"
455214,"New Technology",9696,"newtech"
455214,"Business Strategy",17635,"business-strategy"
455214,"Business Development",18012,"business-development"
455214,"Big Data",18062,"big-data"
455214,"Silicon Valley",18362,"silicon-valley"
455214,"Data Analytics",30928,"data-analytics"
18520624,"Software Development",3833,"softwaredev"
18520624,"Web Technology",10209,"web"
18520624,"Cloud Computing",15167,"cloud-computing"
18520624,"Web Development",15582,"web-development"
18520624,"High Scalability Computing",24410,"high-scalability-computing"
18520624,"Mobile Payment",32387,"mobile-payment"
18520624,"SaaS (Software as a Service)",33089,"saas-software-as-a-service"
18520624,"Financial Technology",34050,"financial-technology"
18520624,"Computer programming",48471,"computer-programming"
18520624,"Software Architecture",56473,"software-architecture"
18520624,"Payment Systems",127600,"payment-systems"
18520624,"Financial Innovation",131681,"financial-innovation"
18520624,"Online payments",149020,"online-payments"
18520624,"Payment Gateways",608142,"payment-gateways"
18520624,"Payment Processing",986412,"payment-processing"
17971762,"Linux",188,"linux"
17971762,"PHP",455,"php"
17971762,"Open Source",563,"opensource"
17971762,".NET",827,"dotnet"
17971762,"Ruby",1040,"ruby"
17971762,"Python",1064,"python"
17971762,"Software Development",3833,"softwaredev"
17971762,"Cloud Computing",15167,"cloud-computing"
17971762,"Web Development",15582,"web-development"
17971762,"Mobile Development",21441,"mobile-development"
17971762,"PaaS (Platform as a Service)",31197,"paas"
17971762,"Computer programming",48471,"computer-programming"
17971762,"DevOps",87614,"devops"
17971762,"Infrastructure as Code",126177,"infrastructure-as-code"
17971762,"OpenStack",142180,"openstack"
17971762,"Cloud Foundry",514432,"cloud-foundry"
4170292,"Open Source",563,"opensource"
4170292,"Software Development",3833,"softwaredev"
4170292,"New Technology",9696,"newtech"
4170292,"Internet Professionals",10102,"internetpro"
4170292,"Web Technology",10209,"web"
4170292,"Cloud Computing",15167,"cloud-computing"
4170292,"Web Development",15582,"web-development"
4170292,"User Experience",19243,"user-experience"
4170292,"Mobile Development",21441,"mobile-development"
4170292,"Startup Businesses",21681,"startup-businesses"
4170292,"Test Driven Development",25435,"test-driven-development"
4170292,"Lean Startup",38660,"lean-startup"
14614622,"Linux",188,"linux"
14614622,"Homebrewing",233,"homebrew"
14614622,"Perl",835,"perl"
14614622,"Python",1064,"python"
14614622,"Beer",1475,"beer"
14614622,"System Administration",2109,"sysadmin"
14614622,"Cloud Computing",15167,"cloud-computing"
14614622,"Virtualization",20479,"virtualization"
14614622,"Configuration Management",46810,"configuration-management"
14614622,"Software Quality",65173,"software-quality"
14614622,"DevOps",87614,"devops"
14614622,"Automation",93380,"automation"
14614622,"Infrastructure as Code",126177,"infrastructure-as-code"
14614622,"Continuous Delivery",166000,"continuous-delivery"
8514102,"Open Source",563,"opensource"
8514102,"Software Development",3833,"softwaredev"
8514102,"Extreme Programming",5938,"xp"
8514102,"Programming Languages",17628,"programming-languages"
8514102,"Hacking",21123,"hacking"
8514102,"Pair Programming",32866,"pair-programming"
8514102,"Coding Dojos",44602,"coding-dojos"
8514102,"Computer programming",48471,"computer-programming"
8514102,"Software Craftsmanship",71692,"software-craftsmanship"
8514102,"Coders",315331,"coders"
19675706,"Open Source",563,"opensource"
19675706,"Cloud Computing",15167,"cloud-computing"
19675706,"Hadoop",18060,"hadoop"
19675706,"Big Data",18062,"big-data"
19675706,"Data Analytics",30928,"data-analytics"
19675706,"Data Visualization",37381,"data-visualization"
19675706,"Predictive Analytics",38458,"predictive-analytics"
19675706,"Internet of Things",79740,"internet-of-things"
19675706,"ETL",126345,"etl"
19675706,"Big Data Analytics",383411,"big-data-analytics"
19675706,"Stream Processing",1438362,"stream-processing"
19675706,"Apache Kafka",1488792,"apache-kafka"
19675706,"Apache Apex",1507846,"apache-apex"
19675706,"Big Data Ingestion",1507853,"big-data-ingestion"
14592572,"Business Intelligence",10538,"businessintell"
14592572,"Professional Networking",15720,"professional-networking"
14592572,"Big Data",18062,"big-data"
14592572,"Business Intelligence Strategy",22620,"business-intelligence-strategy"
14592572,"Business Intelligence Best Practices",22622,"business-intelligence-best-practices"
14592572,"Data Analytics",30928,"data-analytics"
14592572,"Data Visualization",37381,"data-visualization"
14592572,"Business Intelligence in Cloud",87886,"business-intelligence-in-cloud"
14592572,"Business Analytics",98842,"business-analytics"
14592572,"Business Intelligence Tools and Technology",148287,"business-intelligence-tools-and-technology"
14592572,"Big Data Analytics",383411,"big-data-analytics"
14592572,"Data Warehousing",393271,"data-warehousing"
14592572,"Business Intelligence Data Warehousing",579452,"business-intelligence-data-warehousing"
14592572,"Agile Data Warehousing and Business Intelligence",1255132,"agile-data-warehousing-and-business-intelligence"
10892042,"Open Source",563,"opensource"
10892042,"Web Design",659,"webdesign"
10892042,"Software Development",3833,"softwaredev"
10892042,"New Technology",9696,"newtech"
10892042,"Technology",10579,"technology"
10892042,"Web Development",15582,"web-development"
10892042,"Mobile Technology",16216,"mobile-technology"
10892042,"Entrepreneurship",19882,"entrepreneurship"
10892042,"Mobile Development",21441,"mobile-development"
10892042,"Startup Businesses",21681,"startup-businesses"
10892042,"Technological Singularity",23357,"technological-singularity"
10892042,"Small Business Technology",23611,"small-business-technology"
10892042,"Computer programming",48471,"computer-programming"
3824192,"Salesforce.com",10464,"salesforce"
3824192,"Sales Professionals",19256,"sales-professionals"
3824192,"Marketing and Sales",20554,"marketing-and-sales"
3824192,"Data Analytics",30928,"data-analytics"
3824192,"sales operation",978932,"sales-operation"
1319489,"Mac",204,"mac"
1319489,"Open Source",563,"opensource"
1319489,"Web Design",659,"webdesign"
1319489,"Python",1064,"python"
1319489,"Software Development",3833,"softwaredev"
1319489,"Web Technology",10209,"web"
1319489,"Technology",10579,"technology"
1319489,"Web Development",15582,"web-development"
1319489,"iPhone",15616,"iphone"
1319489,"Business Strategy",17635,"business-strategy"
1319489,"Ruby On Rails",20837,"ruby-on-rails"
1319489,"Agile Project Management",21549,"agile-project-management"
1319489,"Selenium",27921,"selenium"
1319489,"Software QA and Testing",42277,"software-qa-and-testing"
1319489,"Test Automation",65172,"test-automation"
2384451,"Web Design",659,"webdesign"
2384451,"Interaction Design",10110,"ixd"
2384451,"Business Intelligence",10538,"businessintell"
2384451,"Technology",10579,"technology"
2384451,"Web Development",15582,"web-development"
2384451,"Presentations",16223,"presentations"
2384451,"Big Data",18062,"big-data"
2384451,"Visualization",18987,"visualization"
2384451,"Communication Skills",20923,"communication-skills"
2384451,"Data Analytics",30928,"data-analytics"
2384451,"Data Visualization",37381,"data-visualization"
2384451,"Visual Arts",44750,"visual-arts"
2384451,"Computer programming",48471,"computer-programming"
2384451,"Infographics",77098,"infographics"
7801422,"Open Source",563,"opensource"
7801422,"CSS",1973,"css"
7801422,"JavaScript",7029,"javascript"
7801422,"Web Development",15582,"web-development"
7801422,"HTML",53518,"html"
7801422,"JavaScript Libraries",56555,"javascript-libraries"
7801422,"JavaScript Frameworks",85951,"javascript-frameworks"
7801422,"Front-end Development",100479,"front-end-development"
7801422,"nodeJS",101960,"nodejs"
16038482,"Java",189,"java"
16038482,"PHP",455,"php"
16038482,"Python",1064,"python"
16038482,"Web Development",15582,"web-development"
16038482,"Big Data",18062,"big-data"
16038482,"Android Development",20346,"android-developers"
16038482,"Mobile Development",21441,"mobile-development"
16038482,"High Scalability Computing",24410,"high-scalability-computing"
16038482,"SaaS (Software as a Service)",33089,"saas-software-as-a-service"
16038482,"Computer programming",48471,"computer-programming"
16038482,"APIs",80749,"apis"
16038482,"IaaS (Infrastructure as a Service)",107633,"iaas-infrastructure-as-a-service"
17586772,"Small Business",389,"smallbiz"
17586772,"Open Source",563,"opensource"
17586772,"Marketing",1238,"marketing"
17586772,"Professional Development",3880,"prodev"
17586772,"New Technology",9696,"newtech"
17586772,"Leadership",15121,"leadership"
17586772,"Women Entrepreneurs",15497,"women-entrepreneurs"
17586772,"Personal Development",16468,"personal-development"
17586772,"Business Strategy",17635,"business-strategy"
17586772,"Entrepreneur Networking",20060,"business-entrepreneur-networking"
17586772,"Startup Businesses",21681,"startup-businesses"
17586772,"Lean Startup",38660,"lean-startup"
17586772,"Human Potential",60449,"human-potential"
17586772,"Reinventing Yourself",84904,"reinventing-yourself"
17586772,"Executive Coaching",135717,"executive-coaching"
3934812,"Small Business",389,"smallbiz"
3934812,"Social Networking",4422,"socialnetwork"
3934812,"New Technology",9696,"newtech"
3934812,"Internet Professionals",10102,"internetpro"
3934812,"Web Technology",10209,"web"
3934812,"Technology",10579,"technology"
3934812,"Business Strategy",17635,"business-strategy"
3934812,"Big Data",18062,"big-data"
3934812,"Entrepreneurship",19882,"entrepreneurship"
3934812,"Hiring and Managing",20555,"hiring-and-managing"
3934812,"Startup Businesses",21681,"startup-businesses"
3934812,"Job Search",21900,"job-search"
3934812,"Recruiting",27994,"recruiting"
3934812,"Recruiting and Hiring",31612,"recruiting-and-hiring"
3430842,"Java",189,"java"
3430842,"Russian Language",982,"russian"
3430842,"Ruby",1040,"ruby"
3430842,"Python",1064,"python"
3430842,"Software Development",3833,"softwaredev"
3430842,"JavaScript",7029,"javascript"
3430842,"Hadoop",18060,"hadoop"
3430842,"Silicon Valley",18362,"silicon-valley"
3430842,"Ruby On Rails",20837,"ruby-on-rails"
3430842,"Russians",20978,"russians"
3430842,"Hacking",21123,"hacking"
3430842,"Clojure",29661,"clojure"
3430842,"Computer programming",48471,"computer-programming"
3430842,"HTML5",78565,"html5"
3430842,"Technology Startups",108403,"technology-startups"
18346593,"Software Development",3833,"softwaredev"
18346593,"New Technology",9696,"newtech"
18346593,"Web Technology",10209,"web"
18346593,"Cloud Computing",15167,"cloud-computing"
18346593,"Agile Project Management",21549,"agile-project-management"
18346593,"Computer programming",48471,"computer-programming"
18346593,"Technology Startups",108403,"technology-startups"
20243042,"Artificial Intelligence",456,"ai"
20243042,"Robotics",682,"robotics"
20243042,"Big Data",18062,"big-data"
20243042,"Machine Learning",29971,"machine-learning"
20243042,"Predictive Analytics",38458,"predictive-analytics"
20243042,"Artificial Intelligence Programming",745722,"artificial-intelligence-programming"
20243042,"Artificial Intelligence Machine Learning Robotics",1448582,"artificial-intelligence-machine-learning-robotics"
20243042,"Deep Learning",1456952,"deep-learning"
18393699,"Marketing",1238,"marketing"
18393699,"SQL Server",7463,"sqlserver"
18393699,"Business Intelligence",10538,"businessintell"
18393699,"Online Marketing",15585,"online-marketing"
18393699,"Digital Marketing",22773,"digital-marketing"
18393699,"Web Analytics",24439,"web-analytics"
18393699,"Data Analytics",30928,"data-analytics"
18393699,"Data Visualization",37381,"data-visualization"
18393699,"Google Analytics",47790,"google-analytics"
18393699,"Email Marketing (Ecommerce)",141899,"email-marketing-ecommerce"
14837862,"Open Source",563,"opensource"
14837862,"Ruby",1040,"ruby"
14837862,"Software Development",3833,"softwaredev"
14837862,"JavaScript",7029,"javascript"
14837862,"New Technology",9696,"newtech"
14837862,"Mobile Technology",16216,"mobile-technology"
14837862,"Programming Languages",17628,"programming-languages"
14837862,"Ruby On Rails",20837,"ruby-on-rails"
14837862,"Mobile Development",21441,"mobile-development"
14837862,"Functional Programming",22792,"functional-programming"
14837862,"iOS Development",127567,"ios-development"
14837862,"Swift Language",1486112,"swift-language"
18195053,"Linux",188,"linux"
18195053,"Open Source",563,"opensource"
18195053,"Cloud Computing",15167,"cloud-computing"
18195053,"Virtualization",20479,"virtualization"
18195053,"DevOps",87614,"devops"
18195053,"IaaS (Infrastructure as a Service)",107633,"iaas-infrastructure-as-a-service"
18195053,"Building private cloud with OpenStack",140254,"building-private-cloud-with-openstack"
18195053,"OpenStack",142180,"openstack"
18195053,"Cloud Networking",509242,"cloud-networking"
18195053,"Network Virtualization",919182,"network-virtualization"
18195053,"Docker",1454542,"docker"
12313202,"Open Source",563,"opensource"
12313202,"Web Design",659,"webdesign"
12313202,"Ruby",1040,"ruby"
12313202,"CSS",1973,"css"
12313202,"Software Development",3833,"softwaredev"
12313202,"JavaScript",7029,"javascript"
12313202,"Web Development",15582,"web-development"
12313202,"Ruby On Rails",20837,"ruby-on-rails"
12313202,"Mobile Development",21441,"mobile-development"
12313202,"Beginner Web Developer",37019,"beginner-web-developer"
12313202,"Computer programming",48471,"computer-programming"
12313202,"HTML5",78565,"html5"
12313202,"web application development",150657,"web-application-development"
19106419,"Linux",188,"linux"
19106419,"Open Source",563,"opensource"
19106419,"Cloud Computing",15167,"cloud-computing"
19106419,"Virtualization",20479,"virtualization"
19106419,"DevOps",87614,"devops"
19106419,"Docker",1454542,"docker"
19106419,"CoreOS",1486432,"coreos"
19106419,"apache mesos",1486592,"apache-mesos"
19106419,"Kubernetes",1500742,"kubernetes"
19106419,"etcd",1503891,"etcd"
19106419,"Project Atomic",1504324,"project-atomic"
19106419,"Microservices",1504699,"microservices"
19106419,"Containers",1504752,"containers"
19860092,"Big Data",18062,"big-data"
19860092,"Machine Learning",29971,"machine-learning"
19860092,"Data Analytics",30928,"data-analytics"
19860092,"Predictive Analytics",38458,"predictive-analytics"
19860092,"Predictive Modeling",65734,"predictive-modeling"
19860092,"Data Science",102811,"data-science"
19860092,"Big Data Analytics",383411,"big-data-analytics"
19860092,"personalisation",615662,"personalisation"
19860092,"Predictive Maintenance",1139042,"predictive-maintenance"
19860092,"Supervised Learning",1427712,"supervised-learning"
3805822,"Open Source",563,"opensource"
3805822,"New Technology",9696,"newtech"
3805822,"Web Technology",10209,"web"
3805822,"Share New Ideas that Work",15147,"share-new-ideas-that-work"
3805822,"Web Development",15582,"web-development"
3805822,"Knowledge Sharing",65780,"knowledge-sharing"
3805822,"Emerging Technologies",69962,"emerging-technologies"
3805822,"WebRTC",919492,"webrtc"
3805822,"Real Time Communications",972422,"real-time-communications"
4035202,"Web Technology",10209,"web"
4035202,"Cloud Computing",15167,"cloud-computing"
4035202,"Web Development",15582,"web-development"
4035202,"Amazon Web Services",20398,"amazon-web-services"
4035202,"Enterprise Search",22034,"enterprise-search"
4035202,"CMS (Content Management Systems)",28990,"cms"
4035202,"Lucene Solr Nutch Mahout and Open Source Search",29973,"lucene-solr-nutch-mahout-and-open-source-search"
4035202,"SaaS (Software as a Service)",33089,"saas-software-as-a-service"
4035202,"Search User Interface Patterns",63109,"search-user-interface-patterns"
4035202,"Solr",77841,"solr"
4035202,"Using Hadoop in the cloud",140255,"using-hadoop-in-the-cloud"
4035202,"Creating Amazon Cloud Applications",141084,"creating-amazon-cloud-applications"
4035202,"Apache Lucene",1498302,"apache-lucene"
10027652,"Open Source",563,"opensource"
10027652,"Education & Technology",7203,"edtech"
10027652,"Web Technology",10209,"web"
10027652,"Programming Languages",17628,"programming-languages"
10027652,"Functional Programming",22792,"functional-programming"
10027652,"Web Programming",39049,"web-programmers"
10027652,"Computer programming",48471,"computer-programming"
10027652,"Software Programmer",61106,"software-programmer"
10027652,"Graphics",66974,"graphics"
10027652,"Creative Coding",705622,"creative-coding"
18600726,"Open Source",563,"opensource"
18600726,"System Administration",2109,"sysadmin"
18600726,"Software Development",3833,"softwaredev"
18600726,"New Technology",9696,"newtech"
18600726,"Cloud Computing",15167,"cloud-computing"
18600726,"Scala",17936,"scala"
18600726,"Startup Businesses",21681,"startup-businesses"
18600726,"SaaS (Software as a Service)",33089,"saas-software-as-a-service"
18600726,"Cassandra",77842,"cassandra"
18600726,"APIs",80749,"apis"
18600726,"DevOps",87614,"devops"
18600726,"Technology Startups",108403,"technology-startups"
18600726,"Application Performance Management",697082,"application-performance-management"
2065031,"Artificial Intelligence",456,"ai"
2065031,"Software Development",3833,"softwaredev"
2065031,"New Technology",9696,"newtech"
2065031,"Big Data",18062,"big-data"
2065031,"Entrepreneurship",19882,"entrepreneurship"
2065031,"Machine Learning",29971,"machine-learning"
2065031,"Data Analytics",30928,"data-analytics"
2065031,"Data Visualization",37381,"data-visualization"
2065031,"Data Science",102811,"data-science"
12194442,"Business Intelligence",10538,"businessintell"
12194442,"Hadoop",18060,"hadoop"
12194442,"Big Data",18062,"big-data"
12194442,"Machine Learning",29971,"machine-learning"
12194442,"Data Analytics",30928,"data-analytics"
12194442,"Data Visualization",37381,"data-visualization"
12194442,"Data Mining",55324,"data-mining"
12194442,"NoSQL",58162,"nosql"
12194442,"Big Data for social media",1056662,"big-data-for-social-media"
12194442,"Big Data Use Cases",1506836,"big-data-use-cases"
12194442,"Big Data Security",1506837,"big-data-security"
12194442,"Tools for Big Data",1506838,"tools-for-big-data"
18805388,"Investing",1307,"investing"
18805388,"Innovation",1954,"innovation"
18805388,"New Technology",9696,"newtech"
18805388,"Technology",10579,"technology"
18805388,"Life Insurance",15239,"life-insurance"
18805388,"Big Data",18062,"big-data"
18805388,"financial services",19261,"financial-services"
18805388,"Insurance",19296,"insurance"
18805388,"Entrepreneurship",19882,"entrepreneurship"
18805388,"Startup Businesses",21681,"startup-businesses"
18805388,"Finance",22467,"finance"
18805388,"Financial Technology",34050,"financial-technology"
18805388,"Internet of Things",79740,"internet-of-things"
18805388,"Financial Innovation",131681,"financial-innovation"
10399512,"Cloud Computing",15167,"cloud-computing"
10399512,"Mobile Technology",16216,"mobile-technology"
10399512,"Big Data",18062,"big-data"
10399512,"Android Development",20346,"android-developers"
10399512,"Mobile Development",21441,"mobile-development"
10399512,"Data Analytics",30928,"data-analytics"
10399512,"Monetization",32709,"monetization"
10399512,"mobile analytics",52056,"mobile-analytics"
10399512,"Technology Startups",108403,"technology-startups"
10399512,"iOS Development",127567,"ios-development"
10399512,"Backend",172360,"backend"
10399512,"Cloud Analytics",631142,"cloud-analytics"
10399512,"Backend as a service",1456702,"backend-as-a-service"
18541206,"New Technology",9696,"newtech"
18541206,"Machine Learning",29971,"machine-learning"
18541206,"Real-Time Internet",36623,"real-time-internet"
18541206,"Internet of Things",79740,"internet-of-things"
18541206,"Machine-to-Machine",97440,"machine-to-machine"
18541206,"M2M Devices",118575,"m2m-devices"
18541206,"Sensors",146008,"sensors"
18541206,"IOT hacking",796962,"iot-hacking"
18541206,"Smart Sensors",871222,"smart-sensors"
18541206,"M2M",1260942,"m2m"
18541206,"Industrial Internet of Things",1505320,"industrial-internet-of-things"
18682521,"Linux",188,"linux"
18682521,"Open Source",563,"opensource"
18682521,"Web Technology",10209,"web"
18682521,"Web Performance",15091,"web-performance"
18682521,"Cloud Computing",15167,"cloud-computing"
18682521,"APIs",80749,"apis"
18682521,"DevOps",87614,"devops"
18682521,"Web Services",99927,"web-services"
18682521,"Technology Startups",108403,"technology-startups"
18682521,"Nginx",280821,"nginx"
18682521,"Server Load Balancing Methods",1423942,"server-load-balancing-methods"
18682521,"Docker",1454542,"docker"
18682521,"Microservices",1504699,"microservices"
12090012,"Cloud Computing",15167,"cloud-computing"
12090012,"Virtualization",20479,"virtualization"
12090012,"PaaS (Platform as a Service)",31197,"paas"
12090012,"IaaS (Infrastructure as a Service)",107633,"iaas-infrastructure-as-a-service"
12090012,"Building private cloud with OpenStack",140254,"building-private-cloud-with-openstack"
12090012,"OpenStack",142180,"openstack"
12090012,"RedHat - OpenStack",850862,"redhat-openstack"
3592862,"Java",189,"java"
3592862,"Apache",190,"apache"
3592862,"Open Source",563,"opensource"
3592862,"Software Development",3833,"softwaredev"
